Penyedia,Skenario Penayangan,Nomor Paket,Paket,Tanggal Berlaku,Tanggal Status,Durasi Sanksi,Status,Link Detail,query
CV. RIMBA PRATAMA,Bukan Temuan BPK/APIP & PA/KPA tidak merangkap sebagai PPK,59686247,Rekonstruksi Jalan Majalangu - Danasari,24/10/25,24/10/25,2 Tahun,Tayang,https://daftar-hitam.inaproc.id/blacklist/XDmLSmiLM4MOvkpCmiKpGZKWrQOll3,cv. rimba pratama
